"Column Name","Label"
"GEO_ID","Geography"
"NAME","Geographic Area Name"
"B25077_001E","Estimate!!Median value (dollars)"
"B25077_001M","Margin of Error!!Median value (dollars)"
"B25077_001MA","Annotation of Margin of Error!!Median value (dollars)"
"B25077_001EA","Annotation of Estimate!!Median value (dollars)"
