"state","puma12","cbsa20","stab","CBSAName20","PUMA12name","pop20","afact2","afact"
"State code","PUMA (2012)","Core-based statistical area code","State abbr.","2020 CBSA name","PUMA12 name","Total population (2020 Census)","cbsa20-to-puma12 allocation factor","puma12-to-cbsa20 allocation factor"
"34","00308","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Bergen County (Central)--Ridgewood Village, Glen Rock & Westwood Boroughs",107338,0.0053,1 
"34","00400","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Passaic County (Southeast)--Paterson City",159320,0.0079,1 
"34","00501","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Passaic County (South)--Passaic & Clifton (Southeast) Cities",143175,0.0071,1 
"34","00502","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Passaic County (Central)--Hawthorne Borough & Clifton City (Northwest)",114470,0.0057,1 
"34","00503","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Passaic County (North)--Ringwood, Wanaque & Pompton Lakes Boroughs",104659,0.0052,1 
"34","00601","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Hudson County (Central)--Jersey City (North)",165535,0.0082,1 
"34","00602","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Hudson County (Central)--Jersey City (South)",119660,0.0059,1 
"34","00701","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Hudson County (North)--West New York, Secaucus & Guttenberg Towns",151045,0.0075,1 
"34","00702","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Hudson County (Northeast)--Union City & Hoboken Cities",146096,0.0073,1 
"34","00703","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Hudson County (South & West)--Bayonne City, Kearney & Harrison Towns",142629,0.0071,1 
"34","00800","10900","NJ","Allentown-Bethlehem-Easton, PA-NJ","Hunterdon County",128,0.0001,0.001 
"34","00800","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Hunterdon County",129352,0.0064,0.999 
"34","00901","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Middlesex County (Southeast)",122814,0.0061,1 
"34","00902","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Middlesex County (Southwest)",117787,0.0058,1 
"34","00903","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Middlesex County (Northwest)--South Plainfield & Middlesex Boroughs",118197,0.0059,1 
"34","00904","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Middlesex County (North Central)--Metuchen Borough",114767,0.0057,1 
"34","00905","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Middlesex County (Northeast)--Carteret Borough",115576,0.0057,1 
"34","00906","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Middlesex County (Central)--New Brunswick City, South River & Highland Park Boroughs",153974,0.0076,1 
"34","00907","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Middlesex County (East Central)--Perth Amboy City & Sayreville Borough",117946,0.0059,1 
"34","01001","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Somerset County (North & West)",109858,0.0055,1 
"34","01002","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Somerset County (South)",114095,0.0057,1 
"34","01003","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Somerset County (Central)--North Plainfield & Somerville Boroughs",120695,0.006,1 
"34","01101","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Monmouth County (Southeast)--Tinton Falls Borough (South)",103817,0.0052,1 
"34","01102","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Monmouth County (Southwest)--Freehold Borough",110980,0.0055,0.9972 
"34","01102","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Monmouth County (Southwest)--Freehold Borough",264,0,0.0024 
"34","01102","45940","NJ","Trenton-Princeton, NJ","Monmouth County (Southwest)--Freehold Borough",44,0.0001,0.0004 
"34","01103","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Monmouth County (East Central)--Long Branch, Asbury Park Cities & Eatontown Borough",108601,0.0054,1 
"34","01104","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Monmouth County (Northeast)--Red Bank & Tinton Falls (North) Boroughs",102848,0.0051,1 
"34","01105","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Monmouth County (Northwest)--Keansburg Borough",111550,0.0055,1 
"34","01106","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Monmouth County (Central)",107312,0.0053,1 
"34","01201","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Ocean County (South)",124110,0.0062,1 
"34","01202","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Ocean County (Central)--Beachwood Borough",110472,0.0055,1 
"34","01203","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Ocean County (North Central)",182697,0.0091,1 
"34","01204","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Ocean County (Northwest)",115708,0.0057,0.9986 
"34","01204","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Ocean County (Northwest)",165,0,0.0014 
"34","01205","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Ocean County (Northeast)--Point Pleasant Borough",103854,0.0052,1 
"34","01301","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Essex County (Southeast)--Newark City (North & East)",170213,0.0085,1 
"34","01302","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Essex County (Southeast)--Newark City (Southwest)",142524,0.0071,1 
"34","01401","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Essex County (Northeast)",122063,0.0061,1 
"34","01402","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Essex County (South Central)--East Orange City",209875,0.0104,1 
"34","01403","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Essex County (Northwest)",114941,0.0057,1 
"34","01404","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Essex County (Southwest)",106429,0.0053,1 
"34","01501","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Morris County (North)--Dover Town & Kinnelon Borough",131328,0.0065,1 
"34","01502","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Morris County (West)",132341,0.0066,1 
"34","01503","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Morris County (East)--Lincoln Park Borough",119909,0.006,1 
"34","01504","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Morris County (South)--Morristown Town, Madison & Florham Park Boroughs",125599,0.0062,1 
"34","01600","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Sussex County",144534,0.0072,1 
"34","01700","10900","NJ","Allentown-Bethlehem-Easton, PA-NJ","Warren County",109504,0.1271,0.9958 
"34","01700","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Warren County",465,0,0.0042 
"34","01800","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Union County (Northeast)--Elizabeth City",136802,0.0068,1 
"34","01901","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Union County (North Central)--Roselle Park Borough",109207,0.0054,1 
"34","01902","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Union County (Northwest)--Summit City & Westfield Town (North)",109308,0.0054,1 
"34","01903","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Union County (Southwest)--Plainfield City & Westfield Town (South)",109464,0.0054,1 
"34","01904","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Union County (Southeast)--Linden, Rahway Cities & Roselle Borough (South)",110731,0.0055,1 
"34","02001","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Burlington County (North)--Burlington City",131439,0.021,0.9992 
"34","02001","45940","NJ","Trenton-Princeton, NJ","Burlington County (North)--Burlington City",102,0.0003,0.0008 
"34","02002","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Burlington County (West Central)",161071,0.0258,1 
"34","02003","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Burlington County (South & East)",168975,0.0271,0.9971 
"34","02003","45940","NJ","Trenton-Princeton, NJ","Burlington County (South & East)",488,0.0013,0.0029 
"34","02101","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Camden County (North)--Camden & Gloucester Cities",120692,0.0193,1 
"34","02102","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Camden County (Central)--Lindenwold & Collingswood Boroughs",128743,0.0206,1 
"34","02103","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Camden County (South & West)--Bellmawr & Pine Hill Boroughs",148446,0.0238,1 
"34","02104","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Camden County (East Central)--Haddonfield Borough",125051,0.02,1 
"34","02201","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Gloucester County (Northeast)--Woodbury City",132180,0.0212,1 
"34","02202","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Gloucester County (South & West)--Glassboro Borough",170565,0.0273,1 
"34","02301","45940","NJ","Trenton-Princeton, NJ","Mercer County (West Central)--Trenton City",129036,0.3331,1 
"34","02302","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","Mercer County (North)--Princeton Borough",509,0,0.0034 
"34","02302","45940","NJ","Trenton-Princeton, NJ","Mercer County (North)--Princeton Borough",150655,0.3889,0.9966 
"34","02303","45940","NJ","Trenton-Princeton, NJ","Mercer County (South)",107015,0.2763,1 
"34","02400","12100","NJ","Atlantic City-Hammonton, NJ","Cumberland County (South)--Vineland & Millville Cities",83,0.0003,0.0007 
"34","02400","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Cumberland County (South)--Vineland & Millville Cities",146,0,0.0013 
"34","02400","47220","NJ","Vineland-Bridgeton, NJ","Cumberland County (South)--Vineland & Millville Cities",113334,0.7352,0.998 
"34","02500","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Salem & Cumberland (North) Counties--Bridgeton City",64739,0.0104,0.6137 
"34","02500","47220","NJ","Vineland-Bridgeton, NJ","Salem & Cumberland (North) Counties--Bridgeton City",40757,0.2644,0.3863 
"34","02600","12100","NJ","Atlantic City-Hammonton, NJ","Cape May & Atlantic (South Central) Counties--Ocean City & Somers Point City",10718,0.039,0.1011 
"34","02600","36140","NJ","Ocean City, NJ","Cape May & Atlantic (South Central) Counties--Ocean City & Somers Point City",95263,1,0.8989 
"34","02903","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","3402903",135,0,1 
"34","03002","35620","NJ","New York-Newark-Jersey City, NY-NJ-PA","3403002",279,0,1 
"35","00100","10740","NM","Albuquerque, NM","Northwest New Mexico--Navajo Nation",6,0,0 
"35","00100","22140","NM","Farmington, NM","Northwest New Mexico--Navajo Nation",26511,0.2179,0.2095 
"35","00100","23700","NM","Gallup, NM","Northwest New Mexico--Navajo Nation",72891,0.9998,0.5759 
"35","00100","24380","NM","Grants, NM","Northwest New Mexico--Navajo Nation",27163,0.9997,0.2146 
"35","00200","22140","NM","Farmington, NM","San Juan County (Northeast)--Farmington, Bloomfield & Aztec Cities",95142,0.782,1 
"35","00300","10740","NM","Albuquerque, NM","North Central New Mexico",3,0,0 
"35","00300","21580","NM","Española, NM","North Central New Mexico",40346,0.9996,0.3216 
"35","00300","22140","NM","Farmington, NM","North Central New Mexico",8,0.0001,0.0001 
"35","00300","29780","NM","Las Vegas, NM","North Central New Mexico",31098,0.9907,0.2479 
"35","00300","31060","NM","Los Alamos, NM","North Central New Mexico",19419,1,0.1548 
"35","00300","42140","NM","Santa Fe, NM","North Central New Mexico",14,0.0001,0.0001 
"35","00300","45340","NM","Taos, NM","North Central New Mexico",34489,1,0.2749 
"35","00300","99999","NM","[not in a CBSA]","North Central New Mexico",65,0,0.0005 
"35","00400","17580","NM","Clovis, NM","Eastern Plains New Mexico",48430,1,0.4863 
"35","00400","38780","NM","Portales, NM","Eastern Plains New Mexico",19191,1,0.1927 
"35","00400","40740","NM","Roswell, NM","Eastern Plains New Mexico",13,0.0002,0.0001 
"35","00400","40760","NM","Ruidoso, NM","Eastern Plains New Mexico",3,0.0001,0 
"35","00400","99999","NM","[not in a CBSA]","Eastern Plains New Mexico",31951,0.0018,0.3208 
"35","00500","10740","NM","Albuquerque, NM","Santa Fe County",781,0.0009,0.005 
"35","00500","29780","NM","Las Vegas, NM","Santa Fe County",292,0.0093,0.0019 
"35","00500","42140","NM","Santa Fe, NM","Santa Fe County",154695,0.9992,0.9931 
"35","00600","10740","NM","Albuquerque, NM","Sandoval County",149149,0.1627,0.9998 
"35","00600","21580","NM","Española, NM","Sandoval County",17,0.0004,0.0001 
"35","00600","23700","NM","Gallup, NM","Sandoval County",11,0.0002,0.0001 
"35","00700","10740","NM","Albuquerque, NM","Valencia, Bernalillo (East Mountains) Counties & Isleta Pueblo",100090,0.1092,0.9992 
"35","00700","42140","NM","Santa Fe, NM","Valencia, Bernalillo (East Mountains) Counties & Isleta Pueblo",84,0.0005,0.0008 
"35","00801","10740","NM","Albuquerque, NM","Albuquerque City (Far Northeast Heights)",103621,0.1131,1 
"35","00802","10740","NM","Albuquerque, NM","Albuquerque City (Near Northeast Heights)",99366,0.1084,1 
"35","00803","10740","NM","Albuquerque, NM","Albuquerque City (Southeast Heights)",105453,0.1151,1 
"35","00804","10740","NM","Albuquerque, NM","Albuquerque City (Central) & Bernalillo County (North Valley)",101959,0.1112,1 
"35","00805","10740","NM","Albuquerque, NM","Albuquerque City (Northwest Mesa), Paradise Hills & Navajo Nation-Tohajiilee Chapter",129691,0.1415,1 
"35","00806","10740","NM","Albuquerque, NM","Albuquerque City (Southwest Mesa) & Bernalillo County (Southwest Mesa & South Valley)",111722,0.1219,1 
"35","00900","10740","NM","Albuquerque, NM","Southwest New Mexico",14687,0.016,0.1409 
"35","00900","19700","NM","Deming, NM","Southwest New Mexico",25427,1,0.2439 
"35","00900","24380","NM","Grants, NM","Southwest New Mexico",9,0.0003,0.0001 
"35","00900","40760","NM","Ruidoso, NM","Southwest New Mexico",1,0,0 
"35","00900","42140","NM","Santa Fe, NM","Southwest New Mexico",30,0.0002,0.0003 
"35","00900","43500","NM","Silver City, NM","Southwest New Mexico",28185,1,0.2703 
"35","00900","99999","NM","[not in a CBSA]","Southwest New Mexico",35928,0.002,0.3446 
"35","01001","29740","NM","Las Cruces, NM","DoÃ±a Ana County (Outer)",102938,0.4688,1 
"35","01002","29740","NM","Las Cruces, NM","DoÃ±a Ana County (Central)--Las Cruces, Mesilla Cities & University Park",116623,0.5312,1 
"35","01100","10460","NM","Alamogordo, NM","Central Southeast New Mexico",67837,1,0.4426 
"35","01100","16100","NM","Carlsbad-Artesia, NM","Central Southeast New Mexico",19,0.0003,0.0001 
"35","01100","26020","NM","Hobbs, NM","Central Southeast New Mexico",3,0,0 
"35","01100","40740","NM","Roswell, NM","Central Southeast New Mexico",65131,0.9996,0.425 
"35","01100","40760","NM","Ruidoso, NM","Central Southeast New Mexico",20265,0.9998,0.1322 
"35","01100","99999","NM","[not in a CBSA]","Central Southeast New Mexico",3,0,0 
"35","01200","10460","NM","Alamogordo, NM","Far Southeast New Mexico",2,0,0 
"35","01200","16100","NM","Carlsbad-Artesia, NM","Far Southeast New Mexico",62295,0.9997,0.4555 
"35","01200","26020","NM","Hobbs, NM","Far Southeast New Mexico",74452,1,0.5444 
"35","01200","40740","NM","Roswell, NM","Far Southeast New Mexico",13,0.0002,0.0001 
"36","00100","36300","NY","Ogdensburg-Massena, NY","St. Lawrence County",108505,1,1 
"36","00200","31660","NY","Malone, NY","Clinton, Franklin, Essex & Hamilton Counties",47555,1,0.2799 
"36","00200","38460","NY","Plattsburgh, NY","Clinton, Franklin, Essex & Hamilton Counties",79843,1,0.47 
"36","00200","99999","NY","[not in a CBSA]","Clinton, Franklin, Essex & Hamilton Counties",42488,0.0024,0.2501 
"36","00300","24020","NY","Glens Falls, NY","Warren & Washington Counties",127039,1,1 
"36","00401","46540","NY","Utica-Rome, NY","Herkimer (North & Central) & Oneida (Outer) Counties",109734,0.3755,1 
"36","00402","46540","NY","Utica-Rome, NY","Oneida County (Central)--Greater Utica & Rome Cities",164438,0.5626,1 
"36","00403","10580","NY","Albany-Schenectady-Troy, NY","Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties",29714,0.033,0.2796 
"36","00403","36580","NY","Oneonta, NY","Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties",58464,0.999,0.5501 
"36","00403","46540","NY","Utica-Rome, NY","Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties",18092,0.0619,0.1702 
"36","00500","45060","NY","Syracuse, NY","Jefferson & Lewis Counties",2,0,0 
"36","00500","48060","NY","Watertown-Fort Drum, NY","Jefferson & Lewis Counties",116721,1,0.8145 
"36","00500","99999","NY","[not in a CBSA]","Jefferson & Lewis Counties",26582,0.0015,0.1855 
"36","00503","39100","NY","Poughkeepsie-Newburgh-Middletown, NY","3600503",42,0.0001,1 
"36","00600","45060","NY","Syracuse, NY","Oswego County",117523,0.1775,1 
"36","00701","45060","NY","Syracuse, NY","Onondaga County (Central)--Syracuse City",146364,0.2211,1 
"36","00702","45060","NY","Syracuse, NY","Onondaga County (North)",128673,0.1944,1 
"36","00703","45060","NY","Syracuse, NY","Onondaga County (Central)--Syracuse City (Outer)",167393,0.2528,1 
"36","00704","12180","NY","Auburn, NY","Cayuga & Onondaga (South) Counties",76248,1,0.6911 
"36","00704","45060","NY","Syracuse, NY","Cayuga & Onondaga (South) Counties",34086,0.0515,0.3089 
"36","00800","40380","NY","Rochester, NY","Wayne & Seneca Counties",91283,0.0837,0.7297 
"36","00800","42900","NY","Seneca Falls, NY","Wayne & Seneca Counties",33814,1,0.2703 
"36","00901","40380","NY","Rochester, NY","Monroe County (East)",134818,0.1237,1 
"36","00902","40380","NY","Rochester, NY","Monroe County (Central)--Rochester City (East)",106776,0.0979,1 
"36","00903","40380","NY","Rochester, NY","Monroe County (Central)--Rochester City (West)",105437,0.0967,1 
"36","00904","40380","NY","Rochester, NY","Monroe County (Central)--Greece & Gates Towns",126093,0.1157,1 
"36","00905","40380","NY","Rochester, NY","Monroe County (North & West)",104966,0.0963,1 
"36","00906","40380","NY","Rochester, NY","Monroe County (South)",181353,0.1664,1 
"36","01000","12860","NY","Batavia, NY","Genesee & Orleans Counties",58388,1,0.5914 
"36","01000","40380","NY","Rochester, NY","Genesee & Orleans Counties",40343,0.037,0.4086 
"36","01101","15380","NY","Buffalo-Cheektowaga, NY","Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area",105708,0.0906,1 
"36","01102","15380","NY","Buffalo-Cheektowaga, NY","Niagara County (North & East)",106958,0.0917,1 
"36","01201","15380","NY","Buffalo-Cheektowaga, NY","Erie County (Northwest)",109154,0.0935,1 
"36","01202","15380","NY","Buffalo-Cheektowaga, NY","Erie County (North Central)",129595,0.1111,1 
"36","01203","15380","NY","Buffalo-Cheektowaga, NY","Erie County (Northeast)",113381,0.0972,1 
"36","01204","15380","NY","Buffalo-Cheektowaga, NY","Erie County (Central)",155302,0.1331,1 
"36","01205","15380","NY","Buffalo-Cheektowaga, NY","Erie County (West Central)--Buffalo City (East)",157850,0.1353,1 
"36","01206","15380","NY","Buffalo-Cheektowaga, NY","Erie County (West Central)--Buffalo City (West)",120523,0.1033,1 
"36","01207","15380","NY","Buffalo-Cheektowaga, NY","Erie County (South)",168431,0.1443,1 
"36","01300","40380","NY","Rochester, NY","Livingston & Wyoming Counties",61834,0.0567,0.6041 
"36","01300","99999","NY","[not in a CBSA]","Livingston & Wyoming Counties",40531,0.0023,0.3959 
"36","01400","40380","NY","Rochester, NY","Ontario & Yates Counties",137232,0.1259,1 
"36","01500","18660","NY","Cortland, NY","Madison & Cortland Counties",46809,1,0.4074 
"36","01500","36580","NY","Oneonta, NY","Madison & Cortland Counties",60,0.001,0.0005 
"36","01500","45060","NY","Syracuse, NY","Madison & Cortland Counties",68016,0.1027,0.592 
"36","01600","11220","NY","Amsterdam, NY","Fulton & Montgomery Counties",49532,1,0.4816 
"36","01600","24100","NY","Gloversville, NY","Fulton & Montgomery Counties",53324,1,0.5184 
"36","01700","10580","NY","Albany-Schenectady-Troy, NY","Schenectady County--Schenectady City",158061,0.1758,1 
"36","01801","10580","NY","Albany-Schenectady-Troy, NY","Saratoga County (South & Central)",115247,0.1282,1 
"36","01802","10580","NY","Albany-Schenectady-Troy, NY","Saratoga County (Outer)",120262,0.1337,1 
"36","01900","10580","NY","Albany-Schenectady-Troy, NY","Rensselaer County--Troy City",161130,0.1792,1 
"36","02001","10580","NY","Albany-Schenectady-Troy, NY","Albany County (East Central)--Albany City",107800,0.1199,1 
"36","02002","10580","NY","Albany-Schenectady-Troy, NY","Albany County (Outside Albany City)",207048,0.2302,1 
"36","02100","26460","NY","Hudson, NY","Columbia & Greene Counties",61570,1,0.5623 
"36","02100","99999","NY","[not in a CBSA]","Columbia & Greene Counties",47931,0.0027,0.4377 
"36","02201","13780","NY","Binghamton, NY","Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village",129258,0.523,1 
"36","02202","13780","NY","Binghamton, NY","Broome (Outer West) & Tioga Counties",104900,0.4245,1 
"36","02203","13780","NY","Binghamton, NY","Chenango, Delaware & Broome (East) Counties",12980,0.0525,0.1242 
"36","02203","99999","NY","[not in a CBSA]","Chenango, Delaware & Broome (East) Counties",91528,0.0051,0.8758 
"36","02300","27060","NY","Ithaca, NY","Tompkins County",105740,1,1 
"36","02401","18500","NY","Corning, NY","Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities",24629,0.2632,0.2474 
"36","02401","21300","NY","Elmira, NY","Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities",74907,0.8902,0.7526 
"36","02402","18500","NY","Corning, NY","Steuben (North & West), Schuyler & Chemung (North) Counties",68955,0.7368,0.7176 
"36","02402","21300","NY","Elmira, NY","Steuben (North & West), Schuyler & Chemung (North) Counties",9241,0.1098,0.0962 
"36","02402","99999","NY","[not in a CBSA]","Steuben (North & West), Schuyler & Chemung (North) Counties",17898,0.001,0.1863 
"36","02500","27460","NY","Jamestown-Dunkirk-Fredonia, NY","Cattaraugus & Allegany Counties",4,0,0 
"36","02500","36460","NY","Olean, NY","Cattaraugus & Allegany Counties",77008,0.9996,0.6237 
"36","02500","99999","NY","[not in a CBSA]","Cattaraugus & Allegany Counties",46456,0.0026,0.3763 
"36","02600","27460","NY","Jamestown-Dunkirk-Fredonia, NY","Chautauqua County",127653,1,0.9997 
"36","02600","36460","NY","Olean, NY","Chautauqua County",34,0.0004,0.0003 
"36","02701","28740","NY","Kingston, NY","Sullivan & Ulster (West) Counties",34136,0.1877,0.3027 
"36","02701","99999","NY","[not in a CBSA]","Sullivan & Ulster (West) Counties",78624,0.0044,0.6973 
"36","02702","28740","NY","Kingston, NY","Ulster County (East)",147715,0.8123,1 
"36","02801","39100","NY","Poughkeepsie-Newburgh-Middletown, NY","Dutchess County (North & East)",122945,0.1763,1 
"36","02802","39100","NY","Poughkeepsie-Newburgh-Middletown, NY","Dutchess County (Southwest)",172966,0.2481,1 
"36","02901","39100","NY","Poughkeepsie-Newburgh-Middletown, NY","Orange County (Northeast)--Greater Newburgh City",124926,0.1792,1 
"36","02902","39100","NY","Poughkeepsie-Newburgh-Middletown, NY","Orange County (Northwest)",129612,0.1859,1 
"36","02903","39100","NY","Poughkeepsie-Newburgh-Middletown, NY","Orange County (Southeast)",146730,0.2104,1 
"36","03001","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Rockland County (North)--New City & Congers",106671,0.0053,1 
"36","03002","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns",109093,0.0054,1 
"36","03003","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Rockland County (West)--Spring Valley, Suffern Villages & Monsey",122565,0.0061,1 
"36","03101","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Putnam County",101564,0.005,1 
"36","03102","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Westchester County (Northwest)",152284,0.0076,1 
"36","03103","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Westchester County (Northeast)",136402,0.0068,1 
"36","03104","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Westchester County (Southeast)",126659,0.0063,1 
"36","03105","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Westchester County (Central)--White Plains City",171737,0.0085,1 
"36","03106","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Westchester County (Southwest)--Yonkers City",210354,0.0104,1 
"36","03107","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Westchester County (South Central)--New Rochelle & Mount Vernon Cities",203301,0.0101,1 
"36","03201","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Nassau County (Northwest)--North Hempstead Town (North)",117359,0.0058,1 
"36","03202","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City",114900,0.0057,1 
"36","03203","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Nassau County (East Central)--Oyster Bay Town (Central)",107180,0.0053,1 
"36","03204","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Nassau County (West Central)--North Hempstead Town (South)",118216,0.0059,1 
"36","03205","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Nassau County (West Central)--Hempstead Town (Northwest)",118337,0.0059,1 
"36","03206","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor",153696,0.0076,1 
"36","03207","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Nassau County (Central)--Hempstead Town (Northeast)",114103,0.0057,1 
"36","03208","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Nassau County (Southeast)--Oyster Bay Town (South)",110846,0.0055,1 
"36","03209","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Nassau County (Central)--Hempstead Town (East Central)",105022,0.0052,1 
"36","03210","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Nassau County (South Central)--Hempstead Town (Southeast)",109201,0.0054,1 
"36","03211","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Nassau County (West Central)--Hempstead Town (West Central)",115056,0.0057,1 
"36","03212","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City",112600,0.0056,1 
"36","03301","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Suffolk County (Northwest)--Huntington Town (North)",103421,0.0051,1 
"36","03302","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Suffolk County (Northwest)--Huntington Town (South)",100785,0.005,1 
"36","03303","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Suffolk County (Northwest)--Smithtown Town",116296,0.0058,1 
"36","03304","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Suffolk County (North Central)--Brookhaven Town (North)",118241,0.0059,1 
"36","03305","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Suffolk County (East)",161208,0.008,1 
"36","03306","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Suffolk County (South Central)--Brookhaven Town (South)",133075,0.0066,1 
"36","03307","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Suffolk County (Central)--Brookhaven Town (Central)",126050,0.0063,1 
"36","03308","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Suffolk County (Central)--Brookhaven Town (West Central)",108762,0.0054,1 
"36","03309","35620","NY","New York-Newark-Jersey City, NY-NJ-PA","Suffolk County (Central)--Islip Town (East)",98926,0.0049,1 
