"state","puma12","cbsa20","stab","CBSAName20","PUMA12name","pop20","afact2","afact"
"State code","PUMA (2012)","Core-based statistical area code","State abbr.","2020 CBSA name","PUMA12 name","Total population (2020 Census)","cbsa20-to-puma12 allocation factor","puma12-to-cbsa20 allocation factor"
"06","09502","46700","CA","Vallejo, CA","Solano County (Central)--Fairfield & Suisun City Cities",154506,0.3407,1 
"06","09503","46700","CA","Vallejo, CA","Solano County (Northeast)--Vacaville & Dixon Cities",143061,0.3155,1 
"06","09701","34900","CA","Napa, CA","Sonoma County (North)--Windsor Town, Healdsburg & Sonoma Cities",24,0.0002,0.0001 
"06","09701","42220","CA","Santa Rosa-Petaluma, CA","Sonoma County (North)--Windsor Town, Healdsburg & Sonoma Cities",174865,0.3577,0.9999 
"06","09702","42220","CA","Santa Rosa-Petaluma, CA","Sonoma County (South)--Petaluma, Rohnert Park & Cotati Cities",126362,0.2585,1 
"06","09703","42220","CA","Santa Rosa-Petaluma, CA","Sonoma County (Central)--Santa Rosa City",187636,0.3838,1 
"06","09901","33700","CA","Modesto, CA","Stanislaus County (Southwest)--Ceres, Patterson & Newman Cities",123317,0.223,0.9988 
"06","09901","44700","CA","Stockton, CA","Stanislaus County (Southwest)--Ceres, Patterson & Newman Cities",145,0.0002,0.0012 
"06","09902","33700","CA","Modesto, CA","Stanislaus County (Central)--Modesto City (West)",125903,0.2277,1 
"06","09903","33700","CA","Modesto, CA","Stanislaus County (Northeast)--Turlock, Riverbank, Oakdale & Waterford Cities",187690,0.3395,0.9998 
"06","09903","44700","CA","Stockton, CA","Stanislaus County (Northeast)--Turlock, Riverbank, Oakdale & Waterford Cities",46,0.0001,0.0002 
"06","09904","33700","CA","Modesto, CA","Stanislaus County (Central)--Modesto City (East)",115968,0.2098,1 
"06","10100","49700","CA","Yuba City, CA","Sutter & Yuba Counties--Yuba City",181093,0.9994,1 
"06","10701","47300","CA","Visalia, CA","Tulare County (Northwest)--Visalia City",153999,0.3255,1 
"06","10702","47300","CA","Visalia, CA","Tulare County (West Central)--Tulare & Porterville Cities",162386,0.3432,1 
"06","10703","12540","CA","Bakersfield, CA","Tulare County (Outside Visalia, Tulare & Porterville Cities)",114,0.0001,0.0007 
"06","10703","47300","CA","Visalia, CA","Tulare County (Outside Visalia, Tulare & Porterville Cities)",156707,0.3312,0.9993 
"06","11101","37100","CA","Oxnard-Thousand Oaks-Ventura, CA","Ventura County (Southeast)--Simi Valley City",115351,0.1367,1 
"06","11102","37100","CA","Oxnard-Thousand Oaks-Ventura, CA","Ventura County (Southeast)--Thousand Oaks City",147596,0.1749,1 
"06","11103","37100","CA","Oxnard-Thousand Oaks-Ventura, CA","Ventura County (Southwest)--Oxnard & Port Hueneme Cities",194983,0.2311,1 
"06","11104","37100","CA","Oxnard-Thousand Oaks-Ventura, CA","Ventura County (Southwest)--San Buenaventura (Ventura) City",127510,0.1511,1 
"06","11105","37100","CA","Oxnard-Thousand Oaks-Ventura, CA","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities",121930,0.1445,1 
"06","11106","37100","CA","Oxnard-Thousand Oaks-Ventura, CA","Ventura County (South Central)--Camarillo & Moorpark Cities",136013,0.1612,1 
"06","11300","40900","CA","Sacramento-Roseville-Folsom, CA","Yolo County--Davis, Woodland & West Sacramento Cities",216403,0.0903,1 
"08","00100","19740","CO","Denver-Aurora-Lakewood, CO","Northeast Colorado--Eastern Plains Region",4090,0.0014,0.0372 
"08","00100","22820","CO","Fort Morgan, CO","Northeast Colorado--Eastern Plains Region",29111,1,0.2649 
"08","00100","24540","CO","Greeley, CO","Northeast Colorado--Eastern Plains Region",5904,0.0179,0.0537 
"08","00100","44540","CO","Sterling, CO","Northeast Colorado--Eastern Plains Region",21528,1,0.1959 
"08","00100","99999","CO","[not in a CBSA]","Northeast Colorado--Eastern Plains Region",49267,0.0027,0.4483 
"08","00102","22660","CO","Fort Collins, CO","Larimer County (South)--Loveland City",137446,0.3828,1 
"08","00103","22660","CO","Fort Collins, CO","Larimer County (North)--Fort Collins City",221620,0.6172,1 
"08","00200","18780","CO","Craig, CO","Northwest Colorado--Garfield, Routt, Moffat & Rio Blanco Counties",13292,1,0.125 
"08","00200","24060","CO","Glenwood Springs, CO","Northwest Colorado--Garfield, Routt, Moffat & Rio Blanco Counties",61685,0.7804,0.5801 
"08","00200","44460","CO","Steamboat Springs, CO","Northwest Colorado--Garfield, Routt, Moffat & Rio Blanco Counties",24829,1,0.2335 
"08","00200","99999","CO","[not in a CBSA]","Northwest Colorado--Garfield, Routt, Moffat & Rio Blanco Counties",6529,0.0004,0.0614 
"08","00300","24540","CO","Greeley, CO","Weld County (South Central)--Greeley, Windsor & Evans Cities",217839,0.6622,1 
"08","00400","14720","CO","Breckenridge, CO","Eagle, Summit, Grand & Jackson Counties",31055,1,0.2561 
"08","00400","20780","CO","Edwards, CO","Eagle, Summit, Grand & Jackson Counties",55731,1,0.4597 
"08","00400","24060","CO","Glenwood Springs, CO","Eagle, Summit, Grand & Jackson Counties",17358,0.2196,0.1432 
"08","00400","99999","CO","[not in a CBSA]","Eagle, Summit, Grand & Jackson Counties",17096,0.001,0.141 
"08","00600","15860","CO","Cañon City, CO","Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties",48880,0.9988,0.4458 
"08","00600","17820","CO","Colorado Springs, CO","Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties",177,0.0002,0.0016 
"08","00600","19740","CO","Denver-Aurora-Lakewood, CO","Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties",17348,0.0059,0.1582 
"08","00600","39380","CO","Pueblo, CO","Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties",4807,0.0286,0.0438 
"08","00600","99999","CO","[not in a CBSA]","Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties",38436,0.0021,0.3505 
"08","00700","17820","CO","Colorado Springs, CO","Pueblo County (North)--Pueblo City & Pueblo West",75,0.0001,0.0005 
"08","00700","39380","CO","Pueblo, CO","Pueblo County (North)--Pueblo City & Pueblo West",159991,0.9514,0.9995 
"08","00800","39380","CO","Pueblo, CO","Southeast Colorado",3364,0.02,0.0342 
"08","00800","99999","CO","[not in a CBSA]","Southeast Colorado",94858,0.0053,0.9658 
"08","00801","14500","CO","Boulder, CO","DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties",21687,0.0656,0.2056 
"08","00801","19740","CO","Denver-Aurora-Lakewood, CO","DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties",83787,0.0283,0.7944 
"08","00802","14500","CO","Boulder, CO","Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town",124959,0.3778,0.6369 
"08","00802","19740","CO","Denver-Aurora-Lakewood, CO","Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town",65,0,0.0003 
"08","00802","24540","CO","Greeley, CO","Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town",71187,0.2164,0.3628 
"08","00803","14500","CO","Boulder, CO","Boulder County (Central)--Boulder City",126244,0.3817,1 
"08","00804","14500","CO","Boulder, CO","Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties",57868,0.175,0.328 
"08","00804","19740","CO","Denver-Aurora-Lakewood, CO","Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties",118486,0.04,0.6715 
"08","00804","24540","CO","Greeley, CO","Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties",95,0.0003,0.0005 
"08","00805","19740","CO","Denver-Aurora-Lakewood, CO","Adams (West) & Jefferson (Far Northeast) Counties--Westminster & Northglenn Cities",128276,0.0433,1 
"08","00806","19740","CO","Denver-Aurora-Lakewood, CO","Adams County (West Central)--Thornton & Federal Heights Cities",154492,0.0521,1 
"08","00807","19740","CO","Denver-Aurora-Lakewood, CO","Adams County (West Central)--Commerce City & Brighton Cities",189439,0.0639,1 
"08","00808","19740","CO","Denver-Aurora-Lakewood, CO","Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities",123178,0.0416,1 
"08","00809","19740","CO","Denver-Aurora-Lakewood, CO","Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central)",124245,0.0419,1 
"08","00810","19740","CO","Denver-Aurora-Lakewood, CO","Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest)",124320,0.0419,1 
"08","00811","19740","CO","Denver-Aurora-Lakewood, CO","Arapahoe County (Southwest)--Centennial (West & Central) & Greenwood Village Cities",122874,0.0415,1 
"08","00812","19740","CO","Denver-Aurora-Lakewood, CO","Denver City (Northeast)",196719,0.0664,1 
"08","00813","19740","CO","Denver-Aurora-Lakewood, CO","Denver City (Northwest)",123434,0.0416,1 
"08","00814","19740","CO","Denver-Aurora-Lakewood, CO","Denver City (South Central)",119890,0.0405,1 
"08","00815","19740","CO","Denver-Aurora-Lakewood, CO","Denver City (Southeast)",174058,0.0587,1 
"08","00816","19740","CO","Denver-Aurora-Lakewood, CO","Denver City (Southwest)",118528,0.04,1 
"08","00817","19740","CO","Denver-Aurora-Lakewood, CO","Jefferson County (Northeast)--Arvada City",125584,0.0424,1 
"08","00818","19740","CO","Denver-Aurora-Lakewood, CO","Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities",125709,0.0424,1 
"08","00819","19740","CO","Denver-Aurora-Lakewood, CO","Jefferson County (East Central)--Lakewood City (South) & Dakota Ridge",150677,0.0508,1 
"08","00820","19740","CO","Denver-Aurora-Lakewood, CO","Arapahoe (West) & Jefferson (East) Counties--Littleton, Englewood Cities & Columbine",114240,0.0385,1 
"08","00821","19740","CO","Denver-Aurora-Lakewood, CO","Douglas (West) & Jefferson (Southeast) Counties--Highlands Ranch & Chatfield Park",130098,0.0439,1 
"08","00822","17820","CO","Colorado Springs, CO","Douglas County (South)--Castle Rock Town",1,0,0 
"08","00822","19740","CO","Denver-Aurora-Lakewood, CO","Douglas County (South)--Castle Rock Town",130554,0.044,1 
"08","00823","19740","CO","Denver-Aurora-Lakewood, CO","Douglas (Northeast) & Elbert (West) Counties--Parker Town & The Pinery",150824,0.0509,1 
"08","00824","19740","CO","Denver-Aurora-Lakewood, CO","DRCOG East Plains--Arapahoe (East) & Adams (East) Counties--Aurora City (Northeast)",112862,0.0381,0.7687 
"08","00824","24540","CO","Greeley, CO","DRCOG East Plains--Arapahoe (East) & Adams (East) Counties--Aurora City (Northeast)",33956,0.1032,0.2313 
"08","00900","20420","CO","Durango, CO","La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties",55638,1,0.4814 
"08","00900","99999","CO","[not in a CBSA]","La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties",59945,0.0033,0.5186 
"08","01001","24300","CO","Grand Junction, CO","Mesa County (Central)--Greater Grand Junction & Fruita Cities",136885,0.8791,1 
"08","01002","24300","CO","Grand Junction, CO","Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties",18818,0.1209,0.1781 
"08","01002","33940","CO","Montrose, CO","Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties",47553,1,0.4501 
"08","01002","99999","CO","[not in a CBSA]","Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties",39268,0.0022,0.3717 
"08","04101","15860","CO","Cañon City, CO","El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City",59,0.0012,0.0004 
"08","04101","17820","CO","Colorado Springs, CO","El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City",141992,0.188,0.9993 
"08","04101","19740","CO","Denver-Aurora-Lakewood, CO","El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City",44,0,0.0003 
"08","04102","17820","CO","Colorado Springs, CO","El Paso County (West Central)--Colorado Springs City (West)",112554,0.1491,1 
"08","04103","17820","CO","Colorado Springs, CO","El Paso County (Central)--Colorado Springs City (Central)",107935,0.1429,1 
"08","04104","17820","CO","Colorado Springs, CO","El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills",121712,0.1612,1 
"08","04105","17820","CO","Colorado Springs, CO","El Paso County (Central)--Colorado Springs City (South) & Security-Widefield",120678,0.1598,1 
"08","04106","17820","CO","Colorado Springs, CO","El Paso County (North Central)--Colorado Springs City (North) & Monument Town",149981,0.1986,1 
"09","00100","14860","CT","Bridgeport-Stamford-Norwalk, CT","Danbury, Ridgefield, Bethel, Brookfield, New Fairfield, Redding & Sherman Towns",175497,0.1833,1 
"09","00101","14860","CT","Bridgeport-Stamford-Norwalk, CT","Fairfield, New Canaan, Wilton, Weston & Easton Towns",118865,0.1242,1 
"09","00102","14860","CT","Bridgeport-Stamford-Norwalk, CT","Stamford & Greenwich Towns",198988,0.2078,1 
"09","00103","14860","CT","Bridgeport-Stamford-Norwalk, CT","Norwalk, Westport & Darien Towns",139510,0.1457,1 
"09","00104","14860","CT","Bridgeport-Stamford-Norwalk, CT","Bridgeport Town",148691,0.1553,1 
"09","00105","14860","CT","Bridgeport-Stamford-Norwalk, CT","Stratford, Shelton, Trumbull, Newtown & Monroe Towns",175868,0.1837,1 
"09","00300","25540","CT","Hartford-East Hartford-Middletown, CT","Hartford County (North)",156221,0.1287,1 
"09","00301","25540","CT","Hartford-East Hartford-Middletown, CT","Manchester & East Hartford Towns",110639,0.0912,1 
"09","00302","25540","CT","Hartford-East Hartford-Middletown, CT","Hartford Town",121054,0.0998,1 
"09","00303","25540","CT","Hartford-East Hartford-Middletown, CT","West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns",165806,0.1366,1 
"09","00304","25540","CT","Hartford-East Hartford-Middletown, CT","Bristol, Southington & Burlington Towns",113853,0.0938,1 
"09","00305","25540","CT","Hartford-East Hartford-Middletown, CT","New Britain, Berlin & Plainville Towns",111835,0.0922,1 
"09","00306","25540","CT","Hartford-East Hartford-Middletown, CT","Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns",120090,0.099,1 
"09","00500","45860","CT","Torrington, CT","Litchfield County",185080,0.9994,1 
"09","00700","25540","CT","Hartford-East Hartford-Middletown, CT","Middlesex County",164245,0.1353,1 
"09","00900","35300","CT","New Haven-Milford, CT","New Haven County (Northwest)",132085,0.1527,1 
"09","00901","35300","CT","New Haven-Milford, CT","Waterbury Town",114403,0.1323,0.9991 
"09","00901","45860","CT","Torrington, CT","Waterbury Town",106,0.0006,0.0009 
"09","00902","35300","CT","New Haven-Milford, CT","Meriden, Wallingford & North Haven Towns",129368,0.1496,1 
"09","00903","35300","CT","New Haven-Milford, CT","Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns",123544,0.1429,1 
"09","00904","35300","CT","New Haven-Milford, CT","West Haven, Milford & Orange Towns",121908,0.141,1 
"09","00905","35300","CT","New Haven-Milford, CT","New Haven Town",134023,0.155,1 
"09","00906","35300","CT","New Haven-Milford, CT","East Haven, Branford, Guilford, Madison & North Branford Towns",109504,0.1266,1 
"09","01100","35980","CT","Norwich-New London, CT","New London County (North)",135824,0.5058,1 
"09","01100","49340","CT","Worcester, MA-CT","New London County (North)",6,0,0 
"09","01101","35980","CT","Norwich-New London, CT","New London County (South)",132365,0.4929,1 
"09","01300","25540","CT","Hartford-East Hartford-Middletown, CT","Tolland County",149664,0.1233,0.999 
"09","01300","35980","CT","Norwich-New London, CT","Tolland County",153,0.0006,0.001 
"09","01500","25540","CT","Hartford-East Hartford-Middletown, CT","Windham County",124,0.0001,0.0011 
"09","01500","35980","CT","Norwich-New London, CT","Windham County",213,0.0008,0.0018 
"09","01500","49340","CT","Worcester, MA-CT","Windham County",116412,0.119,0.9971 
"10","00101","37980","DE","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","New Castle County (East Central)--Wilmington City",108956,0.0174,1 
"10","00102","37980","DE","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","New Castle County (North)--Hockessin",150572,0.0241,1 
"10","00103","37980","DE","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","New Castle County (West Central)--Newark City & Brookside",148129,0.0237,1 
"10","00104","20100","DE","Dover, DE","New Castle County (South)--Middletown Town, Bear & Glasgow",372,0.002,0.0023 
"10","00104","37980","DE","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","New Castle County (South)--Middletown Town, Bear & Glasgow",163038,0.0261,0.9977 
"10","00200","20100","DE","Dover, DE","Kent County--Dover City",181479,0.998,0.9999 
"10","00200","37980","DE","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Kent County--Dover City",24,0,0.0001 
"10","00300","41540","DE","Salisbury, MD-DE","Sussex County",237378,0.5678,1 
"11","00101","47900","DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","District of Columbia (West)",112134,0.0176,1 
"11","00102","47900","DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","District of Columbia (North)",126904,0.0199,1 
"11","00103","47900","DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","District of Columbia (Northeast)",120155,0.0188,1 
"11","00104","47900","DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","District of Columbia (East)",150517,0.0236,1 
"11","00105","47900","DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","District of Columbia (Central)",179835,0.0282,1 
"12","00101","23540","FL","Gainesville, FL","Alachua County (Central)--Gainesville City (Central)",157049,0.4629,1 
"12","00102","23540","FL","Gainesville, FL","Alachua County (Outer)",121419,0.3579,1 
"12","00500","18880","FL","Crestview-Fort Walton Beach-Destin, FL","Walton, Washington, Holmes & Bay Counties",75305,0.2624,0.2548 
"12","00500","37460","FL","Panama City, FL","Walton, Washington, Holmes & Bay Counties",175216,1,0.593 
"12","00500","99999","FL","[not in a CBSA]","Walton, Washington, Holmes & Bay Counties",44971,0.0025,0.1522 
"12","00901","37340","FL","Palm Bay-Melbourne-Titusville, FL","Brevard County (Northwest)--Titusville, Rockledge & Cocoa Cities",200683,0.3308,1 
"12","00902","37340","FL","Palm Bay-Melbourne-Titusville, FL","Brevard County (East)--Beaches & Merritt Island",122746,0.2023,1 
"12","00903","37340","FL","Palm Bay-Melbourne-Titusville, FL","Brevard County (Southwest)--Melbourne & West Melbourne Cities",135528,0.2234,1 
"12","00904","37340","FL","Palm Bay-Melbourne-Titusville, FL","Brevard County (Southeast)--Palm Bay City, Grant-Valkaria & Malabar Towns",146867,0.2421,1 
"12","01101","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL","Broward County (West)--Coral Springs & Parkland Cities",166377,0.0271,1 
"12","01102","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL","Broward County (North Central)--Margate & Coconut Creek Cities",122295,0.0199,1 
"12","01103","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL","Broward County--Deerfield, Pompano Beach (North) & Lighthouse Point Cities",115655,0.0188,1 
"12","01104","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL","Broward County--Pompano Beach (South) & Fort Lauderdale (Northeast) Cities",128730,0.021,1 
"12","01105","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL","Broward County (Central)--Tamarac, Oakland Park & North Lauderdale Cities",186536,0.0304,1 
"12","01106","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL","Broward County (Central)--Plantation & Sunrise Cities",187850,0.0306,1 
"12","01107","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL","Broward County (Central)--Lauderhill & Lauderdale Lakes Cities",107579,0.0175,1 
"12","01108","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL","Broward County (East Central)--Fort Lauderdale City (Central)",154597,0.0252,1 
"12","01109","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL","Broward County (Southeast)--Hollywood (North) & Dania Beach (South) Cities",109618,0.0179,1 
"12","01110","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL","Broward County (Central)--Davie Town & Cooper City",131411,0.0214,1 
"12","01111","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL","Broward County--Weston, Pembroke Pines (Northwest) Cities & Southwest Ranches Town",138002,0.0225,1 
"12","01112","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL","Broward County (South Central)--Miramar (West) & Pembroke Pines (Southwest) Cities",148498,0.0242,1 
"12","01113","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL","Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities",130281,0.0212,1 
"12","01114","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL","Broward County (Southeast)--Miramar (East), Hallandale Beach & West Park Cities",117223,0.0191,1 
"12","01500","39460","FL","Punta Gorda, FL","Charlotte County",186847,1,1 
"12","01701","26140","FL","Homosassa Springs, FL","Citrus County",153843,1,1 
"12","01900","27260","FL","Jacksonville, FL","Clay County",218226,0.1359,1 
"12","02101","34940","FL","Naples-Marco Island, FL","Collier County (Northwest)",120528,0.3208,1 
"12","02102","34940","FL","Naples-Marco Island, FL","Collier County (Southwest)",114792,0.3055,1 
"12","02103","17500","FL","Clewiston, FL","Collier County (East)",11,0.0003,0.0001 
"12","02103","34940","FL","Naples-Marco Island, FL","Collier County (East)",140432,0.3737,0.9999 
"12","02300","23540","FL","Gainesville, FL","Columbia, Levy, Bradford, Gilchrist, Dixie & Union Counties",60779,0.1792,0.3171 
"12","02300","29380","FL","Lake City, FL","Columbia, Levy, Bradford, Gilchrist, Dixie & Union Counties",69698,1,0.3636 
"12","02300","99999","FL","[not in a CBSA]","Columbia, Levy, Bradford, Gilchrist, Dixie & Union Counties",61209,0.0034,0.3193 
"12","02700","11580","FL","Arcadia, FL","Southwest Heartland--Highlands (Northwest), DeSoto & Hardee Counties",33976,1,0.227 
"12","02700","42700","FL","Sebring-Avon Park, FL","Southwest Heartland--Highlands (Northwest), DeSoto & Hardee Counties",90343,0.8924,0.6037 
"12","02700","48100","FL","Wauchula, FL","Southwest Heartland--Highlands (Northwest), DeSoto & Hardee Counties",25327,1,0.1692 
"12","03101","27260","FL","Jacksonville, FL","Duval County (Outer)--Jacksonville City (North & West)",149156,0.0929,1 
"12","03102","27260","FL","Jacksonville, FL","Duval County (Northwest Central)--Jacksonville City (Northwest)",124921,0.0778,1 
"12","03103","27260","FL","Jacksonville, FL","Duval County (North Central)--Jacksonville City (Arlington)",116647,0.0726,1 
"12","03104","27260","FL","Jacksonville, FL","Duval County (East)--Jacksonville City (Beaches)",146202,0.091,1 
"12","03105","27260","FL","Jacksonville, FL","Duval County (Southeast)--Jacksonville City (Southeast)",157552,0.0981,1 
"12","03106","27260","FL","Jacksonville, FL","Duval County (South Central)--Jacksonville City (Southeast River)",132122,0.0823,1 
"12","03107","27260","FL","Jacksonville, FL","Duval County (Southwest Central)--Jacksonville City (Southwest)",168986,0.1052,1 
"12","03301","37860","FL","Pensacola-Ferry Pass-Brent, FL","Escambia County (North)",124629,0.2444,1 
"12","03302","37860","FL","Pensacola-Ferry Pass-Brent, FL","Escambia County (South)",197276,0.3869,1 
"12","03500","19660","FL","Deltona-Daytona Beach-Ormond Beach, FL","Flagler & Volusia (North Central) Counties",123560,0.1847,1 
"12","05301","45300","FL","Tampa-St. Petersburg-Clearwater, FL","Hernando County",194515,0.0613,1 
"12","05701","45300","FL","Tampa-St. Petersburg-Clearwater, FL","Hillsborough County (Central)--Tampa City (Central)",151387,0.0477,1 
"12","05702","45300","FL","Tampa-St. Petersburg-Clearwater, FL","Hillsborough County (Southwest)--Tampa City (South)",182261,0.0574,1 
"12","05703","45300","FL","Tampa-St. Petersburg-Clearwater, FL","Hillsborough County (Northwest)",165319,0.0521,1 
"12","05704","45300","FL","Tampa-St. Petersburg-Clearwater, FL","Hillsborough County (North Central)",166856,0.0525,1 
"12","05705","45300","FL","Tampa-St. Petersburg-Clearwater, FL","Hillsborough County (North Central)--Tampa City (North)",179610,0.0566,1 
"12","05706","45300","FL","Tampa-St. Petersburg-Clearwater, FL","Hillsborough County (Northeast)",135172,0.0426,1 
"12","05707","45300","FL","Tampa-St. Petersburg-Clearwater, FL","Hillsborough County (Central)",207175,0.0652,1 
"12","05708","45300","FL","Tampa-St. Petersburg-Clearwater, FL","Hillsborough County (South County)",273040,0.086,1 
"12","06100","42680","FL","Sebastian-Vero Beach, FL","Indian River County",159788,1,1 
"12","06300","45220","FL","Tallahassee, FL","Apalachee Region (Outside Leon County)",92100,0.2397,0.4907 
"12","06300","99999","FL","[not in a CBSA]","Apalachee Region (Outside Leon County)",95584,0.0053,0.5093 
"12","06901","36740","FL","Orlando-Kissimmee-Sanford, FL","Lake County (North)",120015,0.0449,1 
"12","06902","36740","FL","Orlando-Kissimmee-Sanford, FL","Sumter (North) & Lake (North) Counties",73075,0.0273,0.4045 
"12","06902","45540","FL","The Villages, FL","Sumter (North) & Lake (North) Counties",107597,0.8293,0.5955 
"12","06903","36740","FL","Orlando-Kissimmee-Sanford, FL","Lake (South) & Sumter (South) Counties",190068,0.0711,0.8956 
"12","06903","45540","FL","The Villages, FL","Lake (South) & Sumter (South) Counties",22155,0.1707,0.1044 
"12","07101","15980","FL","Cape Coral-Fort Myers, FL","Lee County (South & West)--Barrier Islands Region",130841,0.172,1 
"12","07102","15980","FL","Cape Coral-Fort Myers, FL","Lee County (Northwest)--Cape Coral City",197228,0.2592,1 
"12","07103","15980","FL","Cape Coral-Fort Myers, FL","Lee County (Northeast)--Lehigh Acres & North Fort Myers",169127,0.2223,0.9995 
"12","07103","17500","FL","Clewiston, FL","Lee County (Northeast)--Lehigh Acres & North Fort Myers",78,0.002,0.0005 
"12","07104","15980","FL","Cape Coral-Fort Myers, FL","Lee County (Central)--Greater Fort Myers City",132590,0.1743,1 
"12","07105","15980","FL","Cape Coral-Fort Myers, FL","Lee County (Southeast)--Bonita Springs City & Estero (East)",131036,0.1722,1 
"12","07300","45220","FL","Tallahassee, FL","Leon County (Outer)",146101,0.3802,1 
"12","07301","45220","FL","Tallahassee, FL","Leon County (Central)--Tallahassee City (Central)",146097,0.3802,1 
"12","08101","35840","FL","North Port-Sarasota-Bradenton, FL","Manatee County (North)",142934,0.1714,1 
"12","08102","35840","FL","North Port-Sarasota-Bradenton, FL","Manatee County (West Central)",122005,0.1463,1 
"12","08103","35840","FL","North Port-Sarasota-Bradenton, FL","Manatee County (South)",134771,0.1617,1 
"12","08301","36100","FL","Ocala, FL","Marion County (North)",110018,0.2927,1 
"12","08302","36100","FL","Ocala, FL","Marion County (Central)--Ocala City",115459,0.3071,1 
"12","08303","36100","FL","Ocala, FL","Marion County (South Central)",150431,0.4002,1 
"12","08500","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL","Martin County",909,0.0001,0.0057 
"12","08500","38940","FL","Port St. Lucie, FL","Martin County",158410,0.3248,0.9943 
"12","08601","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL","Miami-Dade County (North Central)--Greater Miami Lakes Town",125803,0.0205,1 
"12","08602","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL","Miami-Dade County (North Central)--Miami Gardens City (North & West)",103784,0.0169,1 
"12","08603","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL","Miami-Dade County (Northeast)--Greater North Miami Beach City (West)",109721,0.0179,1 
"12","08604","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL","Miami-Dade County (Northeast)--Aventura City & Surfside Town",108662,0.0177,1 
"12","08605","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL","Miami-Dade County--North Miami City (Southwest) & Golden Glades (West)",105512,0.0172,1 
"12","08606","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL","Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Westview",106344,0.0173,1 
