"GEO_ID","NAME","B25077_001E","B25077_001M","B25077_001MA","B25077_001EA",
"Geography","Geographic Area Name","Estimate!!Median value (dollars)","Margin of Error!!Median value (dollars)","Annotation of Margin of Error!!Median value (dollars)","Annotation of Estimate!!Median value (dollars)",
"310M500US26660","Huntsville, TX Micro Area","152300","9108","null","null",
"310M500US26700","Huron, SD Micro Area","107500","8362","null","null",
"310M500US26740","Hutchinson, KS Micro Area","101300","3468","null","null",
"310M500US26780","Hutchinson, MN Micro Area","164700","4043","null","null",
"310M500US26820","Idaho Falls, ID Metro Area","183000","4217","null","null",
"310M500US26860","Indiana, PA Micro Area","121100","3532","null","null",
"310M500US26900","Indianapolis-Carmel-Anderson, IN Metro Area","163100","904","null","null",
"310M500US26940","Indianola, MS Micro Area","78400","3713","null","null",
"310M500US26980","Iowa City, IA Metro Area","216000","4178","null","null",
"310M500US27020","Iron Mountain, MI-WI Micro Area","106800","5054","null","null",
"310M500US27060","Ithaca, NY Metro Area","204600","6041","null","null",
"310M500US27100","Jackson, MI Metro Area","131600","2862","null","null",
"310M500US27140","Jackson, MS Metro Area","145600","1925","null","null",
"310M500US27160","Jackson, OH Micro Area","97400","5284","null","null",
"310M500US27180","Jackson, TN Metro Area","118000","2740","null","null",
"310M500US27220","Jackson, WY-ID Micro Area","549800","94306","null","null",
"310M500US27260","Jacksonville, FL Metro Area","204700","2179","null","null",
"310M500US27300","Jacksonville, IL Micro Area","107300","4403","null","null",
"310M500US27340","Jacksonville, NC Metro Area","156900","3206","null","null",
"310M500US27380","Jacksonville, TX Micro Area","102900","8061","null","null",
"310M500US27420","Jamestown, ND Micro Area","155500","7544","null","null",
"310M500US27460","Jamestown-Dunkirk-Fredonia, NY Micro Area","88000","1478","null","null",
"310M500US27500","Janesville-Beloit, WI Metro Area","146200","2297","null","null",
"310M500US27530","Jasper, AL Micro Area","104300","6121","null","null",
"310M500US27540","Jasper, IN Micro Area","144500","6487","null","null",
"310M500US27580","Jayuya, PR Micro Area","94100","4526","null","null",
"310M500US27600","Jefferson, GA Micro Area","189700","6818","null","null",
"310M500US27620","Jefferson City, MO Metro Area","157000","3127","null","null",
"310M500US27660","Jennings, LA Micro Area","114000","7558","null","null",
"310M500US27700","Jesup, GA Micro Area","105400","8256","null","null",
"310M500US27740","Johnson City, TN Metro Area","148400","3189","null","null",
"310M500US27780","Johnstown, PA Metro Area","91900","2063","null","null",
"310M500US27860","Jonesboro, AR Metro Area","127500","3724","null","null",
"310M500US27900","Joplin, MO Metro Area","122200","2980","null","null",
"310M500US27940","Juneau, AK Micro Area","345900","9091","null","null",
"310M500US27980","Kahului-Wailuku-Lahaina, HI Metro Area","633500","11626","null","null",
"310M500US28020","Kalamazoo-Portage, MI Metro Area","159300","2078","null","null",
"310M500US28060","Kalispell, MT Micro Area","273600","6561","null","null",
"310M500US28100","Kankakee, IL Metro Area","147900","3195","null","null",
"310M500US28140","Kansas City, MO-KS Metro Area","183300","1023","null","null",
"310M500US28180","Kapaa, HI Micro Area","570700","14774","null","null",
"310M500US28260","Kearney, NE Micro Area","171800","3284","null","null",
"310M500US28300","Keene, NH Micro Area","195300","3982","null","null",
"310M500US28340","Kendallville, IN Micro Area","125800","4776","null","null",
"310M500US28380","Kennett, MO Micro Area","76500","3422","null","null",
"310M500US28420","Kennewick-Richland, WA Metro Area","226700","3691","null","null",
"310M500US28500","Kerrville, TX Micro Area","180600","10187","null","null",
"310M500US28540","Ketchikan, AK Micro Area","289900","9972","null","null",
"310M500US28580","Key West, FL Micro Area","494100","13887","null","null",
"310M500US28620","Kill Devil Hills, NC Micro Area","289000","10191","null","null",
"310M500US28660","Killeen-Temple, TX Metro Area","143700","2402","null","null",
"310M500US28700","Kingsport-Bristol, TN-VA Metro Area","134400","2100","null","null",
"310M500US28740","Kingston, NY Metro Area","230500","3803","null","null",
"310M500US28780","Kingsville, TX Micro Area","91600","8865","null","null",
"310M500US28820","Kinston, NC Micro Area","95500","4216","null","null",
"310M500US28860","Kirksville, MO Micro Area","118100","5964","null","null",
"310M500US28900","Klamath Falls, OR Micro Area","170600","6046","null","null",
"310M500US28940","Knoxville, TN Metro Area","171300","1333","null","null",
"310M500US29020","Kokomo, IN Metro Area","109500","3143","null","null",
"310M500US29060","Laconia, NH Micro Area","226500","7229","null","null",
"310M500US29100","La Crosse-Onalaska, WI-MN Metro Area","173400","2015","null","null",
"310M500US29180","Lafayette, LA Metro Area","157100","2103","null","null",
"310M500US29200","Lafayette-West Lafayette, IN Metro Area","145800","2970","null","null",
"310M500US29260","La Grande, OR Micro Area","185400","7936","null","null",
"310M500US29300","LaGrange, GA-AL Micro Area","121100","4010","null","null",
"310M500US29340","Lake Charles, LA Metro Area","155600","3544","null","null",
"310M500US29380","Lake City, FL Micro Area","124200","6296","null","null",
"310M500US29420","Lake Havasu City-Kingman, AZ Metro Area","160500","3370","null","null",
"310M500US29460","Lakeland-Winter Haven, FL Metro Area","150800","2046","null","null",
"310M500US29500","Lamesa, TX Micro Area","73400","4427","null","null",
"310M500US29540","Lancaster, PA Metro Area","209400","1913","null","null",
"310M500US29620","Lansing-East Lansing, MI Metro Area","146700","1397","null","null",
"310M500US29660","Laramie, WY Micro Area","235000","10169","null","null",
"310M500US29700","Laredo, TX Metro Area","125900","2849","null","null",
"310M500US29740","Las Cruces, NM Metro Area","147400","3610","null","null",
"310M500US29780","Las Vegas, NM Micro Area","130200","15122","null","null",
"310M500US29820","Las Vegas-Henderson-Paradise, NV Metro Area","262700","1426","null","null",
"310M500US29860","Laurel, MS Micro Area","92600","6056","null","null",
"310M500US29900","Laurinburg, NC Micro Area","85500","3258","null","null",
"310M500US29940","Lawrence, KS Metro Area","199400","4931","null","null",
"310M500US29980","Lawrenceburg, TN Micro Area","112500","5691","null","null",
"310M500US30020","Lawton, OK Metro Area","121700","3375","null","null",
"310M500US30060","Lebanon, MO Micro Area","113900","7457","null","null",
"310M500US30100","Lebanon, NH-VT Micro Area","207200","3603","null","null",
"310M500US30140","Lebanon, PA Metro Area","171300","2385","null","null",
"310M500US30220","Levelland, TX Micro Area","93600","4825","null","null",
"310M500US30260","Lewisburg, PA Micro Area","189500","5735","null","null",
"310M500US30280","Lewisburg, TN Micro Area","136400","7903","null","null",
"310M500US30300","Lewiston, ID-WA Metro Area","193700","6459","null","null",
"310M500US30340","Lewiston-Auburn, ME Metro Area","158200","2987","null","null",
"310M500US30380","Lewistown, PA Micro Area","117900","4463","null","null",
"310M500US30420","Lexington, NE Micro Area","105900","7374","null","null",
"310M500US30460","Lexington-Fayette, KY Metro Area","182700","2007","null","null",
"310M500US30580","Liberal, KS Micro Area","105300","7054","null","null",
"310M500US30620","Lima, OH Metro Area","118100","2869","null","null",
"310M500US30660","Lincoln, IL Micro Area","103200","4310","null","null",
"310M500US30700","Lincoln, NE Metro Area","176600","2098","null","null",
"310M500US30780","Little Rock-North Little Rock-Conway, AR Metro Area","154600","1406","null","null",
"310M500US30820","Lock Haven, PA Micro Area","136600","3640","null","null",
"310M500US30860","Logan, UT-ID Metro Area","234100","3921","null","null",
"310M500US30900","Logansport, IN Micro Area","89300","3049","null","null",
"310M500US30940","London, KY Micro Area","94400","4779","null","null",
"310M500US30980","Longview, TX Metro Area","134000","3092","null","null",
"310M500US31020","Longview, WA Metro Area","219300","5393","null","null",
"310M500US31060","Los Alamos, NM Micro Area","302800","14728","null","null",
"310M500US31080","Los Angeles-Long Beach-Anaheim, CA Metro Area","613400","1254","null","null",
"310M500US31140","Louisville/Jefferson County, KY-IN Metro Area","169500","1117","null","null",
"310M500US31180","Lubbock, TX Metro Area","137300","2891","null","null",
"310M500US31220","Ludington, MI Micro Area","141400","4664","null","null",
"310M500US31260","Lufkin, TX Micro Area","107600","6344","null","null",
"310M500US31300","Lumberton, NC Micro Area","75600","1610","null","null",
"310M500US31340","Lynchburg, VA Metro Area","169100","2354","null","null",
"310M500US31380","Macomb, IL Micro Area","91800","4683","null","null",
"310M500US31420","Macon-Bibb County, GA Metro Area","122200","3295","null","null",
"310M500US31460","Madera, CA Metro Area","251200","6261","null","null",
"310M500US31500","Madison, IN Micro Area","132900","7868","null","null",
"310M500US31540","Madison, WI Metro Area","248400","1631","null","null",
"310M500US31580","Madisonville, KY Micro Area","108700","5988","null","null",
"310M500US31620","Magnolia, AR Micro Area","81900","9928","null","null",
"310M500US31660","Malone, NY Micro Area","108700","4740","null","null",
"310M500US31680","Malvern, AR Micro Area","96700","4286","null","null",
"310M500US31700","Manchester-Nashua, NH Metro Area","274800","1847","null","null",
"310M500US31740","Manhattan, KS Metro Area","182300","4264","null","null",
"310M500US31820","Manitowoc, WI Micro Area","130100","3259","null","null",
"310M500US31860","Mankato, MN Metro Area","187600","2430","null","null",
"310M500US31900","Mansfield, OH Metro Area","110600","2659","null","null",
"310M500US31930","Marietta, OH Micro Area","132400","5196","null","null",
"310M500US31940","Marinette, WI-MI Micro Area","115700","3410","null","null",
"310M500US31980","Marion, IN Micro Area","92700","3654","null","null",
"310M500US32000","Marion, NC Micro Area","119200","6034","null","null",
"310M500US32020","Marion, OH Micro Area","100800","4195","null","null",
"310M500US32100","Marquette, MI Micro Area","153400","3298","null","null",
"310M500US32140","Marshall, MN Micro Area","148900","6709","null","null",
"310M500US32180","Marshall, MO Micro Area","106600","6073","null","null",
"310M500US32260","Marshalltown, IA Micro Area","106000","3830","null","null",
"310M500US32280","Martin, TN Micro Area","97800","4579","null","null",
"310M500US32300","Martinsville, VA Micro Area","93100","2655","null","null",
"310M500US32340","Maryville, MO Micro Area","126400","8349","null","null",
"310M500US32380","Mason City, IA Micro Area","125100","4266","null","null",
"310M500US32420","Mayagüez, PR Metro Area","95800","2055","null","null",
"310M500US32460","Mayfield, KY Micro Area","104300","6218","null","null",
"310M500US32500","Maysville, KY Micro Area","132800","13578","null","null",
"310M500US32540","McAlester, OK Micro Area","106800","4137","null","null",
"310M500US32580","McAllen-Edinburg-Mission, TX Metro Area","87100","997","null","null",
"310M500US32620","McComb, MS Micro Area","95500","8164","null","null",
"310M500US32660","McMinnville, TN Micro Area","112500","4810","null","null",
"310M500US32700","McPherson, KS Micro Area","151800","5849","null","null",
"310M500US32740","Meadville, PA Micro Area","113200","2104","null","null",
"310M500US32780","Medford, OR Metro Area","280300","4790","null","null",
"310M500US32820","Memphis, TN-MS-AR Metro Area","152200","1425","null","null",
"310M500US32860","Menomonie, WI Micro Area","165200","3182","null","null",
"310M500US32900","Merced, CA Metro Area","252700","4581","null","null",
"310M500US32940","Meridian, MS Micro Area","88700","3009","null","null",
"310M500US33020","Mexico, MO Micro Area","97900","4813","null","null",
"310M500US33060","Miami, OK Micro Area","86300","1489","null","null",
"310M500US33100","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","280400","1069","null","null",
"310M500US33140","Michigan City-La Porte, IN Metro Area","132600","4115","null","null",
"310M500US33180","Middlesborough, KY Micro Area","59800","4734","null","null",
"310M500US33220","Midland, MI Metro Area","141700","3071","null","null",
"310M500US33260","Midland, TX Metro Area","211000","7287","null","null",
"310M500US33300","Milledgeville, GA Micro Area","114300","8788","null","null",
"310M500US33340","Milwaukee-Waukesha, WI Metro Area","213900","1190","null","null",
"310M500US33380","Minden, LA Micro Area","81500","4137","null","null",
"310M500US33420","Mineral Wells, TX Micro Area","107000","6615","null","null",
"310M500US33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","257000","725","null","null",
"310M500US33500","Minot, ND Micro Area","201800","5061","null","null",
"310M500US33540","Missoula, MT Metro Area","284000","5255","null","null",
"310M500US33580","Mitchell, SD Micro Area","152500","6032","null","null",
"310M500US33620","Moberly, MO Micro Area","105000","6803","null","null",
"310M500US33660","Mobile, AL Metro Area","128900","2295","null","null",
"310M500US33700","Modesto, CA Metro Area","291600","2760","null","null",
"310M500US33740","Monroe, LA Metro Area","127600","4671","null","null",
"310M500US33780","Monroe, MI Metro Area","161700","2173","null","null",
"310M500US33860","Montgomery, AL Metro Area","141600","2342","null","null",
"310M500US33940","Montrose, CO Micro Area","240100","7338","null","null",
"310M500US33980","Morehead City, NC Micro Area","214100","5592","null","null",
"310M500US34020","Morgan City, LA Micro Area","106900","5999","null","null",
"310M500US34060","Morgantown, WV Metro Area","170600","4227","null","null",
"310M500US34100","Morristown, TN Metro Area","137900","3341","null","null",
"310M500US34140","Moscow, ID Micro Area","228200","7647","null","null",
"310M500US34180","Moses Lake, WA Micro Area","177500","5904","null","null",
"310M500US34220","Moultrie, GA Micro Area","85600","5442","null","null",
"310M500US34260","Mountain Home, AR Micro Area","133400","6265","null","null",
"310M500US34300","Mountain Home, ID Micro Area","153800","6828","null","null",
"310M500US34340","Mount Airy, NC Micro Area","126900","3489","null","null",
"310M500US34350","Mount Gay-Shamrock, WV Micro Area","89100","5617","null","null",
"310M500US34380","Mount Pleasant, MI Micro Area","134900","3941","null","null",
"310M500US34420","Mount Pleasant, TX Micro Area","104000","4675","null","null",
"310M500US34460","Mount Sterling, KY Micro Area","98900","6629","null","null",
"310M500US34500","Mount Vernon, IL Micro Area","96700","4819","null","null",
"310M500US34540","Mount Vernon, OH Micro Area","155500","4342","null","null",
"310M500US34580","Mount Vernon-Anacortes, WA Metro Area","306000","7322","null","null",
"310M500US34620","Muncie, IN Metro Area","93600","2474","null","null",
"310M500US34660","Murray, KY Micro Area","137300","7495","null","null",
"310M500US34700","Muscatine, IA Micro Area","130500","5624","null","null",
"310M500US34740","Muskegon, MI Metro Area","117900","1719","null","null",
"310M500US34780","Muskogee, OK Micro Area","104200","4179","null","null",
"310M500US34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area","189100","2442","null","null",
"310M500US34860","Nacogdoches, TX Micro Area","130100","9240","null","null",
"310M500US34900","Napa, CA Metro Area","635900","8068","null","null",
"310M500US34940","Naples-Marco Island, FL Metro Area","360800","5990","null","null",
"310M500US34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","240800","1402","null","null",
"310M500US35020","Natchez, MS-LA Micro Area","88600","4231","null","null",
"310M500US35060","Natchitoches, LA Micro Area","137400","10642","null","null",
"310M500US35100","New Bern, NC Metro Area","152800","3314","null","null",
"310M500US35140","Newberry, SC Micro Area","116300","7990","null","null",
"310M500US35220","New Castle, IN Micro Area","100400","3872","null","null",
"310M500US35260","New Castle, PA Micro Area","111300","3104","null","null",
"310M500US35300","New Haven-Milford, CT Metro Area","248600","2085","null","null",
"310M500US35380","New Orleans-Metairie, LA Metro Area","197800","1537","null","null",
"310M500US35420","New Philadelphia-Dover, OH Micro Area","132100","3633","null","null",
"310M500US35440","Newport, OR Micro Area","251200","7793","null","null",
"310M500US35460","Newport, TN Micro Area","112900","7968","null","null",
"310M500US35580","New Ulm, MN Micro Area","141900","3671","null","null",
"310M500US35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","450900","823","null","null",
"310M500US35660","Niles, MI Metro Area","150700","2565","null","null",
"310M500US35700","Nogales, AZ Micro Area","151200","8849","null","null",
"310M500US35740","Norfolk, NE Micro Area","139900","4983","null","null",
"310M500US35820","North Platte, NE Micro Area","138100","5443","null","null",
"310M500US35840","North Port-Sarasota-Bradenton, FL Metro Area","246400","1835","null","null",
"310M500US35860","North Vernon, IN Micro Area","109800","5396","null","null",
"310M500US35900","North Wilkesboro, NC Micro Area","126300","7084","null","null",
"310M500US35940","Norwalk, OH Micro Area","124600","3927","null","null",
"310M500US35980","Norwich-New London, CT Metro Area","241700","2904","null","null",
"310M500US36020","Oak Harbor, WA Micro Area","358800","7476","null","null",
"310M500US36100","Ocala, FL Metro Area","139900","3154","null","null",
"310M500US36140","Ocean City, NJ Metro Area","300500","7192","null","null",
"310M500US36220","Odessa, TX Metro Area","140500","5688","null","null",
"310M500US36260","Ogden-Clearfield, UT Metro Area","255500","2443","null","null",
"310M500US36300","Ogdensburg-Massena, NY Micro Area","93600","2149","null","null",
"310M500US36340","Oil City, PA Micro Area","89400","1922","null","null",
"310M500US36380","Okeechobee, FL Micro Area","106000","7363","null","null",
"310M500US36420","Oklahoma City, OK Metro Area","157600","892","null","null",
"310M500US36460","Olean, NY Micro Area","88100","1553","null","null",
"310M500US36500","Olympia-Lacey-Tumwater, WA Metro Area","287900","3595","null","null",
"310M500US36540","Omaha-Council Bluffs, NE-IA Metro Area","171000","897","null","null",
"310M500US36580","Oneonta, NY Micro Area","146400","3833","null","null",
"310M500US36620","Ontario, OR-ID Micro Area","153100","5963","null","null",
"310M500US36660","Opelousas, LA Micro Area","108400","4268","null","null",
"310M500US36700","Orangeburg, SC Micro Area","92700","4334","null","null",
"310M500US36740","Orlando-Kissimmee-Sanford, FL Metro Area","221600","1481","null","null",
"310M500US36780","Oshkosh-Neenah, WI Metro Area","152500","2239","null","null",
"310M500US36820","Oskaloosa, IA Micro Area","115300","5613","null","null",
"310M500US36830","Othello, WA Micro Area","154500","7968","null","null",
"310M500US36837","Ottawa, IL Micro Area","123200","1938","null","null",
"310M500US36840","Ottawa, KS Micro Area","128000","7456","null","null",
"310M500US36900","Ottumwa, IA Micro Area","82100","4039","null","null",
"310M500US36940","Owatonna, MN Micro Area","169300","3701","null","null",
"310M500US36980","Owensboro, KY Metro Area","129400","3230","null","null",
"310M500US37060","Oxford, MS Micro Area","199700","11495","null","null",
"310M500US37100","Oxnard-Thousand Oaks-Ventura, CA Metro Area","588400","3247","null","null",
"310M500US37120","Ozark, AL Micro Area","112000","4719","null","null",
"310M500US37140","Paducah, KY-IL Micro Area","122300","4010","null","null",
"310M500US37220","Pahrump, NV Micro Area","163300","7716","null","null",
"310M500US37260","Palatka, FL Micro Area","89100","4747","null","null",
"310M500US37300","Palestine, TX Micro Area","101900","7307","null","null",
"310M500US37340","Palm Bay-Melbourne-Titusville, FL Metro Area","196400","2183","null","null",
"310M500US37420","Pampa, TX Micro Area","79200","6825","null","null",
"310M500US37460","Panama City, FL Metro Area","178400","4713","null","null",
"310M500US37500","Paragould, AR Micro Area","118800","6463","null","null",
"310M500US37540","Paris, TN Micro Area","103300","6682","null","null",
"310M500US37580","Paris, TX Micro Area","99100","4887","null","null",
"310M500US37620","Parkersburg-Vienna, WV Metro Area","122300","3303","null","null",
"310M500US37660","Parsons, KS Micro Area","76400","3635","null","null",
"310M500US37740","Payson, AZ Micro Area","165800","9480","null","null",
"310M500US37770","Pearsall, TX Micro Area","82200","11015","null","null",
"310M500US37780","Pecos, TX Micro Area","64800","4759","null","null",
"310M500US37800","Pella, IA Micro Area","157300","5817","null","null",
"310M500US37860","Pensacola-Ferry Pass-Brent, FL Metro Area","164000","2147","null","null",
"310M500US37900","Peoria, IL Metro Area","132000","1746","null","null",
"310M500US37940","Peru, IN Micro Area","88700","3467","null","null",
"310M500US37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","250700","905","null","null",
"310M500US38060","Phoenix-Mesa-Chandler, AZ Metro Area","250000","982","null","null",
"310M500US38100","Picayune, MS Micro Area","138200","8777","null","null",
"310M500US38180","Pierre, SD Micro Area","175500","7948","null","null",
"310M500US38220","Pine Bluff, AR Metro Area","83300","2838","null","null",
"310M500US38240","Pinehurst-Southern Pines, NC Micro Area","216500","6913","null","null",
"310M500US38260","Pittsburg, KS Micro Area","93900","6294","null","null",
"310M500US38300","Pittsburgh, PA Metro Area","154000","744","null","null",
"310M500US38340","Pittsfield, MA Metro Area","216100","5956","null","null",
"310M500US38380","Plainview, TX Micro Area","82700","3392","null","null",
"310M500US38420","Platteville, WI Micro Area","147700","3177","null","null",
"310M500US38460","Plattsburgh, NY Micro Area","134100","3805","null","null",
"310M500US38500","Plymouth, IN Micro Area","138700","5201","null","null",
"310M500US38540","Pocatello, ID Metro Area","159100","2813","null","null",
"310M500US38580","Point Pleasant, WV-OH Micro Area","100800","4985","null","null",
"310M500US38620","Ponca City, OK Micro Area","92100","4047","null","null",
"310M500US38660","Ponce, PR Metro Area","95300","1160","null","null",
"310M500US38700","Pontiac, IL Micro Area","109400","3825","null","null",
"310M500US38740","Poplar Bluff, MO Micro Area","104700","5697","null","null",
"310M500US38780","Portales, NM Micro Area","118200","10048","null","null",
"310M500US38820","Port Angeles, WA Micro Area","253800","7512","null","null",
"310M500US38860","Portland-South Portland, ME Metro Area","263300","2114","null","null",
"310M500US38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area","368800","1371","null","null",
"310M500US38920","Port Lavaca, TX Micro Area","120200","11927","null","null",
"310M500US38940","Port St. Lucie, FL Metro Area","210100","3530","null","null",
"310M500US39020","Portsmouth, OH Micro Area","97800","5450","null","null",
"310M500US39060","Pottsville, PA Micro Area","102100","3286","null","null",
"310M500US39100","Poughkeepsie-Newburgh-Middletown, NY Metro Area","276500","1844","null","null",
"310M500US39150","Prescott Valley-Prescott, AZ Metro Area","252000","5214","null","null",
"310M500US39220","Price, UT Micro Area","140800","6308","null","null",
"310M500US39260","Prineville, OR Micro Area","246100","16589","null","null",
"310M500US39300","Providence-Warwick, RI-MA Metro Area","276900","1367","null","null",
"310M500US39340","Provo-Orem, UT Metro Area","303300","3529","null","null",
"310M500US39380","Pueblo, CO Metro Area","164600","2443","null","null",
"310M500US39420","Pullman, WA Micro Area","217600","6466","null","null",
"310M500US39460","Punta Gorda, FL Metro Area","195400","4224","null","null",
"310M500US39500","Quincy, IL-MO Micro Area","123500","3245","null","null",
"310M500US39540","Racine, WI Metro Area","176000","3251","null","null",
"310M500US39580","Raleigh-Cary, NC Metro Area","249800","2320","null","null",
"310M500US39660","Rapid City, SD Metro Area","188400","3556","null","null",
"310M500US39700","Raymondville, TX Micro Area","55300","6185","null","null",
"310M500US39740","Reading, PA Metro Area","178700","2132","null","null",
"310M500US39780","Red Bluff, CA Micro Area","215900","7369","null","null",
"310M500US39820","Redding, CA Metro Area","252300","4720","null","null",
"310M500US39860","Red Wing, MN Micro Area","204100","6849","null","null",
"310M500US39900","Reno, NV Metro Area","333000","3050","null","null",
"310M500US39940","Rexburg, ID Micro Area","201100","10241","null","null",
"310M500US39980","Richmond, IN Micro Area","100500","3579","null","null",
"310M500US40060","Richmond, VA Metro Area","237500","1408","null","null",
"310M500US40080","Richmond-Berea, KY Micro Area","149600","3533","null","null",
"310M500US40100","Rio Grande City-Roma, TX Micro Area","71900","2676","null","null",
"310M500US40140","Riverside-San Bernardino-Ontario, CA Metro Area","341300","1218","null","null",
"310M500US40180","Riverton, WY Micro Area","196400","5619","null","null",
"310M500US40220","Roanoke, VA Metro Area","180100","2528","null","null",
"310M500US40260","Roanoke Rapids, NC Micro Area","85500","2526","null","null",
"310M500US40300","Rochelle, IL Micro Area","146900","3729","null","null",
"310M500US40340","Rochester, MN Metro Area","201100","2808","null","null",
"310M500US40380","Rochester, NY Metro Area","144400","867","null","null",
"310M500US40420","Rockford, IL Metro Area","124800","1588","null","null",
"310M500US40460","Rockingham, NC Micro Area","83200","4136","null","null",
"310M500US40530","Rockport, TX Micro Area","156800","14883","null","null",
"310M500US40540","Rock Springs, WY Micro Area","205600","5593","null","null",
"310M500US40580","Rocky Mount, NC Metro Area","111100","3084","null","null",
"310M500US40620","Rolla, MO Micro Area","135000","7422","null","null",
"310M500US40660","Rome, GA Metro Area","132400","6102","null","null",
"310M500US40700","Roseburg, OR Micro Area","199200","5562","null","null",
"310M500US40740","Roswell, NM Micro Area","108700","5462","null","null",
"310M500US40760","Ruidoso, NM Micro Area","193900","28466","null","null",
"310M500US40780","Russellville, AR Micro Area","121800","4398","null","null",
"310M500US40820","Ruston, LA Micro Area","154500","8112","null","null",
"310M500US40860","Rutland, VT Micro Area","177400","5165","null","null",
"310M500US40900","Sacramento-Roseville-Folsom, CA Metro Area","387500","1610","null","null",
"310M500US40940","Safford, AZ Micro Area","138700","10001","null","null",
"310M500US40980","Saginaw, MI Metro Area","101300","2402","null","null",
"310M500US41060","St. Cloud, MN Metro Area","182700","2057","null","null",
"310M500US41100","St. George, UT Metro Area","283800","3742","null","null",
"310M500US41140","St. Joseph, MO-KS Metro Area","123100","2607","null","null",
"310M500US41180","St. Louis, MO-IL Metro Area","172700","751","null","null",
"310M500US41220","St. Marys, GA Micro Area","165700","7784","null","null",
"310M500US41260","St. Marys, PA Micro Area","103200","4628","null","null",
"310M500US41400","Salem, OH Micro Area","109400","2807","null","null",
"310M500US41420","Salem, OR Metro Area","250800","3592","null","null",
"310M500US41460","Salina, KS Micro Area","133900","4401","null","null",
"310M500US41500","Salinas, CA Metro Area","516600","12283","null","null",
"310M500US41540","Salisbury, MD-DE Metro Area","234800","3128","null","null",
"310M500US41620","Salt Lake City, UT Metro Area","298600","1715","null","null",
"310M500US41660","San Angelo, TX Metro Area","140000","5054","null","null",
"310M500US41700","San Antonio-New Braunfels, TX Metro Area","171000","1011","null","null",
"310M500US41740","San Diego-Chula Vista-Carlsbad, CA Metro Area","563700","2599","null","null",
"310M500US41760","Sandpoint, ID Micro Area","254200","12465","null","null",
"310M500US41780","Sandusky, OH Micro Area","139900","3462","null","null",
"310M500US41820","Sanford, NC Micro Area","144200","4197","null","null",
"310M500US41860","San Francisco-Oakland-Berkeley, CA Metro Area","840600","3101","null","null",
"310M500US41900","San Germán, PR Metro Area","94300","2058","null","null",
"310M500US41940","San Jose-Sunnyvale-Santa Clara, CA Metro Area","968800","5412","null","null",
"310M500US41980","San Juan-Bayamón-Caguas, PR Metro Area","123100","765","null","null",
"310M500US42020","San Luis Obispo-Paso Robles, CA Metro Area","574000","7158","null","null",
"310M500US42100","Santa Cruz-Watsonville, CA Metro Area","756600","11286","null","null",
"310M500US42140","Santa Fe, NM Metro Area","291800","4739","null","null",
"310M500US42180","Santa Isabel, PR Micro Area","93500","3582","null","null",
"310M500US42200","Santa Maria-Santa Barbara, CA Metro Area","577400","12923","null","null",
"310M500US42220","Santa Rosa-Petaluma, CA Metro Area","609600","5255","null","null",
"310M500US42300","Sault Ste. Marie, MI Micro Area","119100","4021","null","null",
"310M500US42340","Savannah, GA Metro Area","188900","4279","null","null",
"310M500US42380","Sayre, PA Micro Area","150600","3185","null","null",
"310M500US42420","Scottsbluff, NE Micro Area","128100","5283","null","null",
"310M500US42460","Scottsboro, AL Micro Area","104900","4788","null","null",
"310M500US42500","Scottsburg, IN Micro Area","103000","9551","null","null",
"310M500US42540","Scranton--Wilkes-Barre, PA Metro Area","139400","1610","null","null",
"310M500US42620","Searcy, AR Micro Area","120100","4714","null","null",
"310M500US42660","Seattle-Tacoma-Bellevue, WA Metro Area","436100","1921","null","null",
"310M500US42680","Sebastian-Vero Beach, FL Metro Area","202300","6803","null","null",
"310M500US42700","Sebring-Avon Park, FL Metro Area","108100","4491","null","null",
"310M500US42740","Sedalia, MO Micro Area","119100","4591","null","null",
"310M500US42780","Selinsgrove, PA Micro Area","166100","3662","null","null",
"310M500US42820","Selma, AL Micro Area","83300","4393","null","null",
"310M500US42860","Seneca, SC Micro Area","159800","4771","null","null",
"310M500US42900","Seneca Falls, NY Micro Area","107100","3712","null","null",
"310M500US42940","Sevierville, TN Micro Area","175500","4845","null","null",
"310M500US42980","Seymour, IN Micro Area","125300","6090","null","null",
"310M500US43020","Shawano, WI Micro Area","135000","3204","null","null",
"310M500US43060","Shawnee, OK Micro Area","120500","3297","null","null",
"310M500US43100","Sheboygan, WI Metro Area","159700","2412","null","null",
"310M500US43140","Shelby, NC Micro Area","120100","3094","null","null",
"310M500US43180","Shelbyville, TN Micro Area","151100","6821","null","null",
"310M500US43220","Shelton, WA Micro Area","226500","7983","null","null",
"310M500US43260","Sheridan, WY Micro Area","272400","9364","null","null",
"310M500US43300","Sherman-Denison, TX Metro Area","137400","5653","null","null",
"310M500US43320","Show Low, AZ Micro Area","126100","5786","null","null",
"310M500US43340","Shreveport-Bossier City, LA Metro Area","155400","2229","null","null",
