"GEO_ID","NAME","B25077_001E","B25077_001M","B25077_001MA","B25077_001EA",
"Geography","Geographic Area Name","Estimate!!Median value (dollars)","Margin of Error!!Median value (dollars)","Annotation of Margin of Error!!Median value (dollars)","Annotation of Estimate!!Median value (dollars)",
"310M500US43380","Sidney, OH Micro Area","145600","4592","null","null",
"310M500US43420","Sierra Vista-Douglas, AZ Metro Area","146800","4553","null","null",
"310M500US43460","Sikeston, MO Micro Area","109200","5340","null","null",
"310M500US43500","Silver City, NM Micro Area","125100","11110","null","null",
"310M500US43580","Sioux City, IA-NE-SD Metro Area","126200","3575","null","null",
"310M500US43620","Sioux Falls, SD Metro Area","193300","2806","null","null",
"310M500US43660","Snyder, TX Micro Area","85500","9383","null","null",
"310M500US43700","Somerset, KY Micro Area","116200","5673","null","null",
"310M500US43740","Somerset, PA Micro Area","107000","2629","null","null",
"310M500US43760","Sonora, CA Micro Area","289200","9156","null","null",
"310M500US43780","South Bend-Mishawaka, IN-MI Metro Area","131500","1942","null","null",
"310M500US43900","Spartanburg, SC Metro Area","141400","2188","null","null",
"310M500US43940","Spearfish, SD Micro Area","207900","9743","null","null",
"310M500US43980","Spencer, IA Micro Area","124100","7569","null","null",
"310M500US44020","Spirit Lake, IA Micro Area","194300","11921","null","null",
"310M500US44060","Spokane-Spokane Valley, WA Metro Area","222400","1735","null","null",
"310M500US44100","Springfield, IL Metro Area","141500","1942","null","null",
"310M500US44140","Springfield, MA Metro Area","228100","1249","null","null",
"310M500US44180","Springfield, MO Metro Area","147700","1739","null","null",
"310M500US44220","Springfield, OH Metro Area","115500","2098","null","null",
"310M500US44260","Starkville, MS Micro Area","144500","9616","null","null",
"310M500US44300","State College, PA Metro Area","234900","4364","null","null",
"310M500US44340","Statesboro, GA Micro Area","140700","6364","null","null",
"310M500US44420","Staunton, VA Metro Area","198600","4653","null","null",
"310M500US44460","Steamboat Springs, CO Micro Area","535300","35928","null","null",
"310M500US44500","Stephenville, TX Micro Area","159900","8533","null","null",
"310M500US44540","Sterling, CO Micro Area","157900","9503","null","null",
"310M500US44580","Sterling, IL Micro Area","106700","3869","null","null",
"310M500US44620","Stevens Point, WI Micro Area","168100","2733","null","null",
"310M500US44660","Stillwater, OK Micro Area","161700","4553","null","null",
"310M500US44700","Stockton, CA Metro Area","342100","3031","null","null",
"310M500US44740","Storm Lake, IA Micro Area","115600","5956","null","null",
"310M500US44780","Sturgis, MI Micro Area","122300","3749","null","null",
"310M500US44860","Sulphur Springs, TX Micro Area","114900","8150","null","null",
"310M500US44900","Summerville, GA Micro Area","72200","5150","null","null",
"310M500US44940","Sumter, SC Metro Area","112300","3576","null","null",
"310M500US44980","Sunbury, PA Micro Area","117400","3831","null","null",
"310M500US45000","Susanville, CA Micro Area","203000","8968","null","null",
"310M500US45020","Sweetwater, TX Micro Area","75500","6166","null","null",
"310M500US45060","Syracuse, NY Metro Area","137200","1147","null","null",
"310M500US45140","Tahlequah, OK Micro Area","118000","4100","null","null",
"310M500US45180","Talladega-Sylacauga, AL Micro Area","105300","5542","null","null",
"310M500US45220","Tallahassee, FL Metro Area","177600","2973","null","null",
"310M500US45300","Tampa-St. Petersburg-Clearwater, FL Metro Area","193500","1055","null","null",
"310M500US45340","Taos, NM Micro Area","239500","10697","null","null",
"310M500US45380","Taylorville, IL Micro Area","90900","3701","null","null",
"310M500US45460","Terre Haute, IN Metro Area","92900","2582","null","null",
"310M500US45500","Texarkana, TX-AR Metro Area","111500","3690","null","null",
"310M500US45520","The Dalles, OR Micro Area","212900","7009","null","null",
"310M500US45540","The Villages, FL Metro Area","258600","6058","null","null",
"310M500US45580","Thomaston, GA Micro Area","93300","7785","null","null",
"310M500US45620","Thomasville, GA Micro Area","146800","8528","null","null",
"310M500US45660","Tiffin, OH Micro Area","106500","2605","null","null",
"310M500US45700","Tifton, GA Micro Area","118100","9814","null","null",
"310M500US45740","Toccoa, GA Micro Area","105300","12222","null","null",
"310M500US45780","Toledo, OH Metro Area","130900","1450","null","null",
"310M500US45820","Topeka, KS Metro Area","133800","2129","null","null",
"310M500US45860","Torrington, CT Micro Area","251000","3599","null","null",
"310M500US45900","Traverse City, MI Micro Area","203100","3792","null","null",
"310M500US45940","Trenton-Princeton, NJ Metro Area","291100","4075","null","null",
"310M500US45980","Troy, AL Micro Area","120000","8728","null","null",
"310M500US46020","Truckee-Grass Valley, CA Micro Area","431000","9513","null","null",
"310M500US46060","Tucson, AZ Metro Area","184100","1586","null","null",
"310M500US46100","Tullahoma-Manchester, TN Micro Area","144500","5155","null","null",
"310M500US46140","Tulsa, OK Metro Area","150500","925","null","null",
"310M500US46180","Tupelo, MS Micro Area","113500","2964","null","null",
"310M500US46220","Tuscaloosa, AL Metro Area","159500","2330","null","null",
"310M500US46300","Twin Falls, ID Metro Area","166400","3626","null","null",
"310M500US46340","Tyler, TX Metro Area","158600","2716","null","null",
"310M500US46380","Ukiah, CA Micro Area","377500","8677","null","null",
"310M500US46420","Union, SC Micro Area","80000","4769","null","null",
"310M500US46460","Union City, TN Micro Area","91500","5579","null","null",
"310M500US46500","Urbana, OH Micro Area","132800","3878","null","null",
"310M500US46520","Urban Honolulu, HI Metro Area","678200","3924","null","null",
"310M500US46540","Utica-Rome, NY Metro Area","122200","1647","null","null",
"310M500US46620","Uvalde, TX Micro Area","89000","10419","null","null",
"310M500US46660","Valdosta, GA Metro Area","132100","4159","null","null",
"310M500US46700","Vallejo, CA Metro Area","406900","4055","null","null",
"310M500US46780","Van Wert, OH Micro Area","104900","4621","null","null",
"310M500US46820","Vermillion, SD Micro Area","168300","9988","null","null",
"310M500US46860","Vernal, UT Micro Area","197000","10684","null","null",
"310M500US46900","Vernon, TX Micro Area","68300","7330","null","null",
"310M500US46980","Vicksburg, MS Micro Area","128400","7935","null","null",
"310M500US47020","Victoria, TX Metro Area","142500","5798","null","null",
"310M500US47080","Vidalia, GA Micro Area","92300","9030","null","null",
"310M500US47180","Vincennes, IN Micro Area","96800","5880","null","null",
"310M500US47220","Vineland-Bridgeton, NJ Metro Area","162500","2756","null","null",
"310M500US47240","Vineyard Haven, MA Micro Area","699500","30429","null","null",
"310M500US47260","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","245100","1266","null","null",
"310M500US47300","Visalia, CA Metro Area","205000","3810","null","null",
"310M500US47340","Wabash, IN Micro Area","100500","5042","null","null",
"310M500US47380","Waco, TX Metro Area","138600","3160","null","null",
"310M500US47420","Wahpeton, ND-MN Micro Area","132300","7153","null","null",
"310M500US47460","Walla Walla, WA Metro Area","224800","8665","null","null",
"310M500US47540","Wapakoneta, OH Micro Area","147300","4997","null","null",
"310M500US47580","Warner Robins, GA Metro Area","142000","3740","null","null",
"310M500US47620","Warren, PA Micro Area","98000","3222","null","null",
"310M500US47660","Warrensburg, MO Micro Area","156500","5807","null","null",
"310M500US47700","Warsaw, IN Micro Area","150000","4172","null","null",
"310M500US47780","Washington, IN Micro Area","130000","8644","null","null",
"310M500US47820","Washington, NC Micro Area","132800","8641","null","null",
"310M500US47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","424000","1315","null","null",
"310M500US47920","Washington Court House, OH Micro Area","113500","3342","null","null",
"310M500US47940","Waterloo-Cedar Falls, IA Metro Area","149500","2264","null","null",
"310M500US47980","Watertown, SD Micro Area","171800","5261","null","null",
"310M500US48020","Watertown-Fort Atkinson, WI Micro Area","190400","3438","null","null",
"310M500US48060","Watertown-Fort Drum, NY Metro Area","149900","4069","null","null",
"310M500US48100","Wauchula, FL Micro Area","83400","5206","null","null",
"310M500US48140","Wausau-Weston, WI Metro Area","153700","1955","null","null",
"310M500US48180","Waycross, GA Micro Area","90400","7039","null","null",
"310M500US48220","Weatherford, OK Micro Area","142500","7637","null","null",
"310M500US48260","Weirton-Steubenville, WV-OH Metro Area","93000","2016","null","null",
"310M500US48300","Wenatchee, WA Metro Area","284100","6140","null","null",
"310M500US48460","West Plains, MO Micro Area","112200","8338","null","null",
"310M500US48500","West Point, MS Micro Area","89900","4937","null","null",
"310M500US48540","Wheeling, WV-OH Metro Area","109300","2695","null","null",
"310M500US48580","Whitewater, WI Micro Area","203400","5454","null","null",
"310M500US48620","Wichita, KS Metro Area","139000","1209","null","null",
"310M500US48660","Wichita Falls, TX Metro Area","102300","3163","null","null",
"310M500US48700","Williamsport, PA Metro Area","155800","2492","null","null",
"310M500US48780","Williston, ND Micro Area","247400","14616","null","null",
"310M500US48820","Willmar, MN Micro Area","168900","3625","null","null",
"310M500US48900","Wilmington, NC Metro Area","233500","3613","null","null",
"310M500US48940","Wilmington, OH Micro Area","128400","5700","null","null",
"310M500US48980","Wilson, NC Micro Area","123600","4059","null","null",
"310M500US49020","Winchester, VA-WV Metro Area","232000","4873","null","null",
"310M500US49060","Winfield, KS Micro Area","89000","3339","null","null",
"310M500US49080","Winnemucca, NV Micro Area","180600","13040","null","null",
"310M500US49100","Winona, MN Micro Area","167300","3238","null","null",
"310M500US49180","Winston-Salem, NC Metro Area","152400","1516","null","null",
"310M500US49220","Wisconsin Rapids-Marshfield, WI Micro Area","131900","3480","null","null",
"310M500US49260","Woodward, OK Micro Area","120200","7357","null","null",
"310M500US49300","Wooster, OH Micro Area","148900","2528","null","null",
"310M500US49340","Worcester, MA-CT Metro Area","269600","1784","null","null",
"310M500US49380","Worthington, MN Micro Area","127100","8119","null","null",
"310M500US49420","Yakima, WA Metro Area","175900","4227","null","null",
"310M500US49460","Yankton, SD Micro Area","148300","6488","null","null",
"310M500US49500","Yauco, PR Metro Area","84400","1522","null","null",
"310M500US49620","York-Hanover, PA Metro Area","177100","1682","null","null",
"310M500US49660","Youngstown-Warren-Boardman, OH-PA Metro Area","107700","1095","null","null",
"310M500US49700","Yuba City, CA Metro Area","268700","4514","null","null",
"310M500US49740","Yuma, AZ Metro Area","127900","3278","null","null",
"310M500US49780","Zanesville, OH Micro Area","120200","3413","null","null",
"310M500US49820","Zapata, TX Micro Area","77800","10262","null","null",
